Date,Open,High,Low,Close,Adj Close,Volume
2018-05-25,15.700000,15.700000,15.600000,15.600000,14.798919,289
2018-05-28,15.600000,15.600000,15.600000,15.600000,14.798919,75
2018-05-29,15.600000,15.650000,15.600000,15.600000,14.798919,1268
2018-05-30,15.600000,15.600000,15.600000,15.600000,14.798919,1082
2018-05-31,15.600000,15.700000,15.600000,15.700000,14.893784,1477
2018-06-01,15.550000,15.550000,15.550000,15.550000,14.751487,71
2018-06-04,15.550000,15.550000,15.550000,15.550000,14.751487,0
2018-06-05,15.500000,15.550000,15.500000,15.550000,14.751487,80
2018-06-06,15.550000,15.550000,15.550000,15.550000,14.751487,105
2018-06-07,15.700000,15.750000,15.700000,15.750000,14.941216,265
2018-06-08,15.750000,15.750000,15.750000,15.750000,14.941216,213
2018-06-11,15.800000,15.900000,15.800000,15.900000,15.083513,351
2018-06-12,15.900000,15.900000,15.900000,15.900000,15.083513,0
2018-06-13,15.700000,15.700000,15.650000,15.650000,14.846351,320
2018-06-14,15.750000,15.750000,15.700000,15.700000,14.893784,500
2018-06-15,15.700000,15.700000,15.700000,15.700000,14.893784,168
2018-06-18,15.700000,15.700000,15.700000,15.700000,14.893784,350
2018-06-19,15.700000,15.700000,15.650000,15.650000,14.846351,1313
2018-06-20,15.800000,15.800000,15.800000,15.800000,14.988648,693
2018-06-21,15.700000,15.750000,15.700000,15.750000,14.941216,294
2018-06-22,15.750000,15.750000,15.750000,15.750000,14.941216,0
2018-06-25,15.700000,15.700000,15.700000,15.700000,14.893784,29
2018-06-26,15.800000,15.800000,15.800000,15.800000,14.988648,80
2018-06-27,15.800000,15.800000,15.800000,15.800000,14.988648,74
2018-06-28,15.800000,15.900000,15.800000,15.900000,15.083513,135
2018-06-29,15.900000,15.900000,15.900000,15.900000,15.083513,0
2018-07-02,15.700000,15.700000,15.700000,15.700000,14.893784,268
2018-07-03,15.700000,15.700000,15.700000,15.700000,14.893784,100
2018-07-04,15.700000,15.700000,15.700000,15.700000,14.893784,0
